clip,spk,noise_floor_before,snr_before,centroid_before,rolloff_before,tilt_before,noise_floor_after,snr_after,centroid_after,rolloff_after,tilt_after,nf_err_db,tilt_err_db_per_khz,enc_probe_oof_before,enc_probe_oof_after,fivefeat_oof_before,fivefeat_oof_after
AVPEPUDEAC0031_readtext.wav,AVPEPUDEAC0031,-86.025273,30.589111,1565.396517,3503.877737,-1.460476,-40.399023,20.392271,3044.898849,5672.445255,-0.829971,0.4764,0.02014,0.0034944042563438416,0.016006825491786003,0.21608740940697813,0.4603425151899888
AVPEPUDEAC0033_readtext.wav,AVPEPUDEAC0033,-84.651542,34.848357,1800.898106,3899.242424,-1.734585,-40.656061,20.232555,3077.754986,5700.000000,-0.809060,0.3492,0.04105,2.2384254407370463e-05,5.0203387218061835e-05,0.33032909268002814,0.44261500799379244
AVPEPUDEAC0034_readtext.wav,AVPEPUDEAC0034,-83.853276,44.914135,1515.055318,3420.305024,-1.587760,-40.807209,20.318567,3066.302529,5634.270335,-0.826054,0.3602,0.02405,2.002135943257599e-06,0.9964686632156372,0.3016071790522281,0.4446805898885345
AVPEPUDEAC0035_readtext.wav,AVPEPUDEAC0035,-88.174680,40.861741,1911.099861,4705.078125,-0.904016,-40.955052,19.758699,3084.825308,5691.266741,-0.797596,0.1537,0.05251,1.2631629033421632e-05,0.003839354496449232,0.2866109503529788,0.4479325181088944
AVPEPUDEAC0037_readtext.wav,AVPEPUDEAC0037,-87.441771,31.539108,1858.292726,4594.020563,-0.843466,-40.631537,19.253431,3075.553802,5695.752165,-0.804352,0.2852,0.04576,0.1050063967704773,0.3321029245853424,0.2994689774587922,0.4562025250265258
AVPEPUDEAC0039_readtext.wav,AVPEPUDEAC0039,-86.988953,33.247957,2177.227180,4797.385621,-0.913891,-40.620839,20.294388,3108.662239,5723.447712,-0.779475,0.2917,0.07063,0.0026956815272569656,0.3557586967945099,0.2457838065899792,0.4528067538464711
AVPEPUDEAC0040_readtext.wav,AVPEPUDEAC0040,-86.829278,40.059009,1940.136014,4512.032086,-1.176706,-40.877947,19.578007,3074.977668,5679.144385,-0.813330,0.1924,0.03678,1.032558884617174e-05,0.020763518288731575,0.3084994553361047,0.41944861214277457
AVPEPUDEAC0041_readtext.wav,AVPEPUDEAC0041,-84.222770,33.214708,1559.437059,3637.959559,-1.096130,-40.647592,19.169108,3069.986183,5680.422794,-0.812835,0.3067,0.03727,2.181437230319716e-05,0.005800098180770874,0.22382375720732395,0.48786815865262245
AVPEPUDEAC0042_readtext.wav,AVPEPUDEAC0042,-88.250138,38.241860,1915.693444,4627.487562,-0.972616,-40.825354,19.329329,3102.641055,5719.371891,-0.786730,0.2202,0.06338,1.1706107443387737e-06,0.00019475277804303914,0.2708664920476742,0.4633689414313746
AVPEPUDEAC0043_readtext.wav,AVPEPUDEAC0043,-87.208328,42.340335,1781.625261,3736.275338,-1.538246,-40.880681,20.019098,3095.825975,5693.412162,-0.796815,0.2473,0.05329,0.0865066796541214,0.1667332500219345,0.24370209474380322,0.4277304828549196
AVPEPUDEAC0044_readtext.wav,AVPEPUDEAC0044,-84.404459,39.746346,1646.711775,3730.492424,-1.879988,-40.779982,20.312932,3081.377275,5678.977273,-0.802983,0.3463,0.04712,0.0008791751461103559,0.022260522469878197,0.28585460088402764,0.4347496379467916
AVPEPUDEAC0045_readtext.wav,AVPEPUDEAC0045,-84.375289,40.204957,1539.138031,3323.891626,-1.610219,-40.908097,20.135528,3081.780902,5654.248768,-0.809746,0.2481,0.04036,3.3002986583596794e-06,0.1094435378909111,0.26396487753166736,0.4249370841801097
AVPEPUDEAC0046_readtext.wav,AVPEPUDEAC0046,-86.128952,43.286528,1728.882496,4178.850446,-1.165039,-40.988494,19.932131,3101.626287,5745.954241,-0.778758,0.1506,0.07135,0.0001094178733183071,0.011115223169326782,0.2763036093326347,0.4527926962828773
AVPEPUDEAC0047_readtext.wav,AVPEPUDEAC0047,-85.906268,51.802842,1992.306819,4421.386719,-1.355601,-41.036438,18.904307,3096.606649,5726.725260,-0.782872,0.1592,0.06724,0.004607461392879486,0.28923875093460083,0.3226455008265299,0.4625136060283608
AVPEPUDEAC0048_readtext.wav,AVPEPUDEAC0048,-78.582084,31.843701,1702.055792,3671.651786,-1.688522,-40.530719,19.867750,3075.447027,5671.651786,-0.810130,0.3242,0.03998,0.00021527305943891406,0.19916024804115295,0.38672889175899494,0.456911794956267
AVPEPUDEAC0049_readtext.wav,AVPEPUDEAC0049,-87.763634,40.450855,1741.289222,4038.626609,-1.078991,-40.966480,18.628203,3096.348816,5701.314378,-0.783825,0.1290,0.06628,0.0012410312192514539,0.6412853598594666,0.21284746907292776,0.4007998292992614
AVPEPUDEAC0050_readtext.wav,AVPEPUDEAC0050,-84.984402,41.326860,1971.574473,4391.799133,-1.200133,-40.849289,19.755721,3090.763133,5698.338150,-0.788923,0.2903,0.06119,1.0313494385627564e-05,4.8122463340405375e-05,0.3249289287677066,0.4240538526976257
AVPEPUDEAC0051_readtext.wav,AVPEPUDEAC0051,-86.259012,39.220198,1409.630029,3340.959821,-1.314066,-40.672148,20.420558,3006.079912,5591.238839,-0.877236,0.4202,-0.02713,2.361595215916168e-05,0.06383480131626129,0.21670787798185034,0.438160128218992
AVPEPUDEAC0052_readtext.wav,AVPEPUDEAC0052,-87.414706,35.107321,1791.897822,4409.067623,-1.127728,-40.723222,20.268596,3079.204244,5665.727459,-0.822372,0.2890,0.02774,0.0006545905489474535,0.983435332775116,0.2731421979809214,0.4411224366018724
AVPEPUDEAC0053_readtext.wav,AVPEPUDEAC0053,-88.580800,37.928830,2187.978009,5138.719512,-0.751381,-40.848635,19.343689,3102.494197,5656.250000,-0.801256,0.2406,0.04885,3.0897890610503964e-06,0.034259505569934845,0.2979469754562046,0.441838518468325
AVPEPUDEAC0054_readtext.wav,AVPEPUDEAC0054,-85.069005,38.474538,1415.796551,3234.890110,-1.615695,-40.885198,20.137077,3113.442960,5735.920330,-0.773449,0.2147,0.07666,2.509566229491611e-06,0.0041572051122784615,0.23300879229277607,0.42573927464035094
AVPEPUDEAC0057_readtext.wav,AVPEPUDEAC0057,-87.886072,34.238239,1372.965504,3782.389323,-0.757232,-40.736899,19.542784,3115.945072,5704.915365,-0.775394,0.2949,0.07471,1.3968592504909338e-08,0.003399105276912451,0.2254615037637038,0.42444478056229523
AVPEPUDEA0001_readtext.wav,AVPEPUDEA0001,-68.996613,38.204788,1142.839029,2717.927632,-1.221208,-40.872756,20.106080,3119.097080,5682.154605,-0.783156,0.1726,0.06695,0.13007229566574097,0.8566782474517822,0.5300643236500955,0.45727788457968505
AVPEPUDEA0002readtext.wav,AVPEPUDEA0002,-72.793921,39.470997,1541.267410,3745.229008,-1.255754,-40.981264,18.368187,3104.219111,5740.935115,-0.774919,0.0960,0.07519,0.9033663272857666,0.7435328364372253,0.5665063311423744,0.4766509135832008
AVPEPUDEA0003_readtext.wav,AVPEPUDEA0003,-71.893761,28.215993,1397.293482,3310.515873,-1.351811,-40.579087,17.448387,3096.056855,5709.201389,-0.790722,0.3338,0.05939,0.9999977350234985,0.9929496049880981,0.5057885826025121,0.4893632964736423
AVPEPUDEA0005_readtext.wav,AVPEPUDEA0005,-69.205199,42.310304,929.418853,1766.535194,-1.668333,-40.923920,20.319530,3084.991664,5685.527913,-0.804845,0.2204,0.04526,0.9999992847442627,0.999997615814209,0.4360027099398368,0.4196196581025948
AVPEPUDEA0006_readtext.wav,AVPEPUDEA0006,-67.335582,35.020634,1117.870036,2388.421474,-1.191688,-40.623571,20.210225,3106.883771,5690.705128,-0.787110,0.3524,0.06300,0.9999693632125854,0.9986258745193481,0.47454996383981196,0.44116020512668397
AVPEPUDEA0007_readtext.wav,AVPEPUDEA0007,-72.436277,36.561283,1526.899328,3699.762658,-1.192314,-40.866242,18.646827,3089.673988,5714.003165,-0.793000,0.2190,0.05711,0.9999873638153076,0.4754408597946167,0.5025976803034279,0.4866420443145953
AVPEPUDEA0008_readtext.wav,AVPEPUDEA0008,-69.619478,43.640370,1237.557540,2324.602601,-2.267788,-40.830298,20.123974,3063.173687,5706.647399,-0.804064,0.3234,0.04604,0.8109036684036255,0.6875492930412292,0.5121210034384197,0.44695569662222695
AVPEPUDEA0009_readtext.wav,AVPEPUDEA0009,-65.002859,36.948504,920.575014,1613.980263,-2.249965,-40.660110,19.902796,3056.683277,5643.092105,-0.827723,0.4631,0.02239,0.9999920129776001,0.9969093203544617,0.5228476709723644,0.4417365964523794
AVPEPUDEA0010_readtext.wav,AVPEPUDEA0010,-70.252338,43.559561,1237.349243,2826.086957,-1.612852,-40.856496,19.910921,3077.293825,5678.838315,-0.812428,0.2846,0.03768,0.9846046566963196,0.9994770884513855,0.4928083621026012,0.4188962446540507
AVPEPUDEA0011_readtext.wav,AVPEPUDEA0011,-66.767002,42.146009,1133.034111,2193.951613,-2.728568,-40.759177,20.000424,3067.633382,5653.427419,-0.820911,0.4165,0.02920,0.8129119277000427,0.004474240355193615,0.5587793892033701,0.43233639470431784
AVPEPUDEA0013_readtext.wav,AVPEPUDEA0013,-76.084366,41.373387,1607.483439,3653.720238,-1.540463,-40.900864,19.669470,3080.687798,5665.476190,-0.809201,0.2252,0.04091,0.9983097314834595,0.9995643496513367,0.45995294218221777,0.4560141690504879
AVPEPUDEA0014_readtext.wav,AVPEPUDEA0014,-73.489439,30.343775,1041.421516,2055.424528,-1.829866,-40.507494,19.518009,3026.340244,5651.139937,-0.840843,0.4527,0.00927,1.0,0.9999991655349731,0.3564010864309214,0.46345501474520895
AVPEPUDEA0015_readtext.wav,AVPEPUDEA0015,-74.465509,32.921029,1741.116241,3858.333333,-1.409796,-40.525429,19.965494,3066.048471,5673.750000,-0.822154,0.4067,0.02795,0.9999278783798218,0.9950356483459473,0.47675225972729307,0.45193523788855283
AVPEPUDEA0016_readtext.wav,AVPEPUDEA0016,-72.465199,33.649102,1247.253940,2608.768204,-2.121933,-40.836679,18.805811,3095.334169,5681.432039,-0.794856,0.2307,0.05525,0.9982588887214661,0.9954977035522461,0.44476915439847403,0.4149444511017072
AVPEPUDEA0017_readtext.wav,AVPEPUDEA0017,-76.868381,32.506747,1084.987162,2412.529206,-1.355776,-40.758833,18.030260,3089.873062,5696.115654,-0.792499,0.2108,0.05761,0.47023826837539673,0.9993911981582642,0.31052716230525684,0.40218043160434896
AVPEPUDEA0020_readtext.wav,AVPEPUDEA0020,-71.953385,28.117105,1024.814567,2019.449301,-0.940278,-40.102809,19.896474,3046.290964,5641.826923,-0.823045,0.6078,0.02706,0.9959916472434998,0.9989855885505676,0.32258011327768676,0.5154601687172734
AVPEPUDEA0021_readtext.wav,AVPEPUDEA0021,-71.682266,34.455393,1416.768382,3014.964789,-1.853068,-40.626327,20.412021,3085.554422,5681.117958,-0.795942,0.4084,0.05417,0.9962041974067688,0.9975292086601257,0.5048531463655673,0.4538400050932128
AVPEPUDEA0022_readtext.wav,AVPEPUDEA0022,-67.348241,34.087408,644.236827,1125.000000,-3.370957,-40.566347,20.303421,3034.086841,5600.355691,-0.856116,0.5537,-0.00601,0.9991908669471741,0.06270337104797363,0.48434555943557206,0.4387570117351965
AVPEPUDEA0023_readtext.wav,AVPEPUDEA0023,-72.623578,36.604924,1435.210463,3171.164773,-1.939182,-40.582396,20.674678,3097.135225,5678.030303,-0.796925,0.4734,0.05318,0.0017926362343132496,0.034301597625017166,0.4765628818446265,0.462319546002366
AVPEPUDEA0024_readtext.wav,AVPEPUDEA0024,-76.324817,38.481816,1661.913921,3698.678862,-1.055067,-41.014436,17.746843,3090.425923,5666.793699,-0.798786,0.0862,0.05132,0.9416161775588989,0.9987719655036926,0.4168984971147198,0.3825318098971468
AVPEPUDEA0025_readtext.wav,AVPEPUDEA0025,-75.787512,39.111950,1738.393417,4227.256944,-1.214963,-40.929462,19.933734,3126.742436,5737.847222,-0.762604,0.1520,0.08750,0.99977046251297,0.9996933937072754,0.47863019802407,0.46273830906835106
AVPEPUDEA0026_readtext.wav,AVPEPUDEA0026,-76.397709,37.253770,1127.585149,2183.662281,-1.907620,-40.821548,20.053242,3064.084629,5653.874269,-0.811236,0.2640,0.03887,0.9531974792480469,0.928848147392273,0.31696174172708413,0.4472502231014353
AVPEPUDEA0027_readtext.wav,AVPEPUDEA0027,-72.852699,39.900724,935.687064,1606.789568,-2.393883,-40.747969,20.332895,3064.994094,5650.179856,-0.826481,0.4019,0.02363,0.0004202794225420803,0.12057922780513763,0.37555461269770635,0.42854303803795146
AVPEPUDEA0029_readtext.wav,AVPEPUDEA0029,-76.193566,35.918012,1284.926482,3110.383065,-1.357923,-40.679469,20.136674,3071.593990,5714.213710,-0.809327,0.3610,0.04078,0.9986538887023926,0.9683874845504761,0.36450337916006015,0.4324972682444101
AVPEPUDEA0030_readtext.wav,AVPEPUDEA0030,-75.436596,41.537002,1033.907147,2178.763441,-1.866911,-40.876449,20.089629,3103.388235,5720.654122,-0.783783,0.2302,0.06632,0.9999998807907104,1.0,0.3262998003013209,0.4268899153705533
AVPEPUDEA0031_readtext.wav,AVPEPUDEA0031,-75.335056,34.636496,1209.196201,2741.030093,-1.267873,-40.669485,20.036436,3073.217692,5672.019676,-0.816030,0.3306,0.03408,0.9928773045539856,0.8279736042022705,0.36008416682951794,0.46617897193430197
AVPEPUDEA0032_readtext.wav,AVPEPUDEA0032,-70.115280,34.056808,623.792465,1085.937500,-2.614196,-40.634071,19.906013,3045.575583,5651.041667,-0.834339,0.4137,0.01577,0.9992392063140869,0.9350652694702148,0.3870377647501433,0.4510614269752801
AVPEPUDEA0034_readtext.wav,AVPEPUDEA0034,-74.681903,43.443618,1383.658980,3102.992958,-1.761516,-40.850877,20.211215,3106.129236,5709.727113,-0.793001,0.2622,0.05711,0.9340759515762329,0.9970134496688843,0.44860884384386485,0.4278922252814685
AVPEPUDEA0035_readtext.wav,AVPEPUDEA0035,-73.329225,43.408288,739.147433,1199.158389,-2.860821,-41.048616,17.788655,3125.986515,5727.442053,-0.764425,0.1106,0.08568,0.14367978274822235,0.9889178276062012,0.38697757145833983,0.3881864118536387
AVPEPUDEA0037_readtext.wav,AVPEPUDEA0037,-75.419625,55.475036,1239.366825,2603.896104,-1.651180,-41.088828,18.125078,3116.151547,5741.612554,-0.769373,0.0677,0.08074,0.7798399925231934,0.0864076092839241,0.3231624184995841,0.38501475272657126
AVPEPUDEA0038_readtext.wav,AVPEPUDEA0038,-70.748964,36.790418,2394.182956,3912.500000,-1.634168,-40.874331,20.022174,3108.467359,5731.250000,-0.777980,0.2061,0.07213,0.9518663883209229,0.002666455926373601,0.5207116474776385,0.46087060388094014
AVPEPUDEA0039_readtext.wav,AVPEPUDEA0039,-74.816870,44.431907,1635.161875,3603.233831,-1.462791,-41.020001,19.135911,3144.685731,5745.646766,-0.748298,0.1753,0.10181,0.9999864101409912,0.9996939897537231,0.49898799692493234,0.4681959560068495
AVPEPUDEA0041_readtext.wav,AVPEPUDEA0041,-74.471176,42.608627,1374.650714,2975.859005,-1.949895,-40.984221,19.923822,3090.636456,5691.666667,-0.796604,0.1644,0.05350,0.7098380923271179,0.23290659487247467,0.44154690090648585,0.42015081968695933
AVPEPUDEA0042_readtext.wav,AVPEPUDEA0042,-75.470293,34.112558,1358.788167,3186.237374,-1.115251,-40.687250,20.216046,3058.980271,5638.573232,-0.831342,0.3050,0.01877,0.45148083567619324,0.8275262713432312,0.3655835683484327,0.4376899228527164
AVPEPUDEA0043_readtext.wav,AVPEPUDEA0043,-69.986783,32.480419,1004.432744,1846.637228,-2.766145,-40.593217,20.461857,3049.944054,5646.399457,-0.842670,0.4571,0.00744,0.9999998807907104,0.9726933836936951,0.4786772329675459,0.4495289212274942
AVPEPUDEA0045_readtext.wav,AVPEPUDEA0045,-72.543090,34.419113,1164.354463,2277.901786,-2.347123,-40.651728,20.410053,3099.556018,5706.696429,-0.796195,0.3481,0.05391,0.9559423327445984,0.9999521970748901,0.4390543486096791,0.46621734347400984
AVPEPUDEA0046_readtext.wav,AVPEPUDEA0046,-72.539003,37.042179,940.964814,1762.019231,-2.346883,-40.776414,20.321655,3058.372808,5649.038462,-0.823933,0.2903,0.02617,0.99996018409729,0.9992948770523071,0.38368046859695576,0.44007027257823056
AVPEPUDEA0047_readtext.wav,AVPEPUDEA0047,-72.523128,32.756955,1091.124259,1992.788462,-2.446918,-40.632168,20.309022,3086.199499,5687.671703,-0.804407,0.3487,0.04570,0.9999974966049194,0.9873473644256592,0.40193146693240556,0.4429458543290396
AVPEPUDEA0048_readtext.wav,AVPEPUDEA0048,-74.254192,38.249000,1205.915054,2687.003968,-1.571527,-40.759265,20.625453,3068.083261,5667.906746,-0.813388,0.3535,0.03672,0.9974881410598755,0.7203482985496521,0.3881801903511268,0.4375373322036889
AVPEPUDEA0049_readtext.wav,AVPEPUDEA0049,-73.399233,37.819571,1155.998045,2216.899671,-1.875102,-40.767819,20.525801,3051.328064,5670.230263,-0.823656,0.3365,0.02645,1.0,0.9999675750732422,0.37179401495611336,0.44291340884263464
AVPEPUDEA0050_readtext.wav,AVPEPUDEA0050,-70.937215,34.943446,891.525045,1567.788462,-2.468570,-40.687978,20.753938,3100.066231,5729.326923,-0.784609,0.3376,0.06550,0.20085303485393524,0.5325400829315186,0.438893671860854,0.45911961475030866
AVPEPUDEA0051_readtext.wav,AVPEPUDEA0051,-72.765265,40.812920,1073.068912,2039.062500,-2.388720,-40.812617,20.514416,3074.057275,5698.057432,-0.805397,0.3212,0.04471,0.9998641014099121,0.9994503855705261,0.4121580239027489,0.4395026566108909
AVPEPUDEA0052_readtext.wav,AVPEPUDEA0052,-73.290387,39.269544,1747.097473,3269.946809,-2.208932,-40.813231,20.158037,3081.112396,5712.544326,-0.799139,0.3232,0.05097,0.9999606609344482,0.999829888343811,0.4458550513728766,0.42861660220077985
AVPEPUDEA0053_readtext.wav,AVPEPUDEA0053,-77.938009,38.641812,1525.165516,3339.739305,-1.765525,-40.941690,19.042559,3105.538144,5701.704545,-0.785132,0.1567,0.06498,0.9992961883544922,0.9996622800827026,0.37150969958488317,0.40857261547754753
AVPEPUDEA0054_readtext.wav,AVPEPUDEA0054,-72.917962,47.214925,825.427744,1419.797688,-2.713028,-40.903996,19.445789,3125.206589,5722.182081,-0.771295,0.2640,0.07881,1.2409426517479005e-06,6.710712909807626e-07,0.33702182556494886,0.4131236543639535
AVPEPUDEA0055_readtext.wav,AVPEPUDEA0055,-76.323970,45.069330,1362.091867,3070.790816,-1.465955,-40.861625,20.015471,3088.658631,5711.947279,-0.799290,0.2589,0.05082,0.9849616289138794,0.9999701976776123,0.438531994453796,0.4555505465728937
AVPEPUDEA0056_readtext.wav,AVPEPUDEA0056,-73.371918,40.320461,1021.937287,1913.871951,-2.428208,-40.799387,20.379030,3078.260930,5670.350610,-0.806316,0.3536,0.04379,0.9531121850013733,0.9982377290725708,0.38623724646132596,0.4425784857711566
AVPEPUDEA0057_readtext.wav,AVPEPUDEA0057,-75.228894,42.002349,1260.682595,2543.487762,-2.294687,-40.757507,20.404451,3070.489968,5663.461538,-0.814859,0.3745,0.03525,0.9121217131614685,0.5036513805389404,0.3977929854598149,0.42920708838040633
AVPEPUDEA0058_readtext.wav,AVPEPUDEA0058,-74.144790,47.284607,1291.276505,2653.169014,-1.923301,-40.918278,20.290085,3120.859568,5758.362676,-0.759699,0.2059,0.09041,0.6406638026237488,0.7875721454620361,0.42202074539408074,0.4258401189980911
AVPEPUDEA0059_readtext.wav,AVPEPUDEA0059,-77.362000,42.046572,1161.449773,2450.757576,-1.726552,-40.944213,19.696885,3111.888087,5715.317235,-0.777977,0.1588,0.07213,0.996174693107605,0.9980323910713196,0.3070964043087308,0.4160591942278635
