clip,speaker,fold,p_tfidf
687.wav,687,1,0.47930397744870695
688.wav,688,0,0.4999729255144926
689.wav,689,4,0.4705986279954336
691.wav,691,3,0.4834512332078816
692.wav,692,2,0.38746246931948364
693.wav,693,1,0.43557232204564994
695.wav,695,4,0.47837354916537866
696.wav,696,4,0.519997649108722
697.wav,697,3,0.5106496573180022
698.wav,698,2,0.4878620307994845
699.wav,699,1,0.5051727978804699
702.wav,702,0,0.4720277146994221
703.wav,703,4,0.5009109680327877
705.wav,705,3,0.5297881003411171
707.wav,707,2,0.46261196495370316
708.wav,708,1,0.421209912969154
709.wav,709,0,0.4845652173375054
710.wav,710,4,0.4401562630369356
712.wav,712,3,0.44997948687698386
713.wav,713,2,0.46116965340092997
715.wav,715,1,0.43724855012764263
716.wav,716,0,0.440319705163966
717.wav,717,3,0.473385561611722
718.wav,718,0,0.3446236072638645
