clip,speaker,p_yes_answer
adrso130.wav,adrso130,0.48485768978993204
adrso132.wav,adrso132,0.5004336115280416
adrso134.wav,adrso134,0.4694608232852974
adrso135.wav,adrso135,0.2571744624596347
adrso138.wav,adrso138,0.4384018372218692
adrso140.wav,adrso140,0.6228401180607831
adrso141.wav,adrso141,0.37794175424787685
adrso142.wav,adrso142,0.5780698136023213
adrso144.wav,adrso144,0.3212198526904865
adrso148.wav,adrso148,0.24538136356067225
adrso149.wav,adrso149,0.3490643660791761
adrso150.wav,adrso150,0.24538545779992063
adrso151.wav,adrso151,0.2817135631913568
adrso152.wav,adrso152,0.2817334762963279
adrso153.wav,adrso153,0.37796886649068423
adrso154.wav,adrso154,0.23400672806890513
adrso155.wav,adrso155,0.48473927929063576
adrso156.wav,adrso156,0.5472087223190236
adrso157.wav,adrso157,0.4229001857271817
adrso158.wav,adrso158,0.29452827987375163
adrso159.wav,adrso159,0.20210849139604564
adrso160.wav,adrso160,0.36338346204397554
adrso161.wav,adrso161,0.22295559309916743
adrso162.wav,adrso162,0.3213075443534553
adrso164.wav,adrso164,0.3779429076363799
adrso165.wav,adrso165,0.34910728037205363
adrso166.wav,adrso166,0.2571525268664333
adrso167.wav,adrso167,0.29454053071975506
adrso168.wav,adrso168,0.34904960734404444
adrso169.wav,adrso169,0.36322868613860027
adrso170.wav,adrso170,0.321186135683107
adrso171.wav,adrso171,0.33496234484040144
adrso172.wav,adrso172,0.36334014144595533
adrso173.wav,adrso173,0.43824217354138917
adrso177.wav,adrso177,0.4076381321438818
adrso178.wav,adrso178,0.36338125475193683
adrso179.wav,adrso179,0.5005082799551042
adrso180.wav,adrso180,0.45366403637949054
adrso181.wav,adrso181,0.45361698162018327
adrso182.wav,adrso182,0.5471393148923184
adrso183.wav,adrso183,0.2816833762664464
adrso184.wav,adrso184,0.4537317594531256
adrso185.wav,adrso185,0.6230455958598459
adrso186.wav,adrso186,0.4229688591907573
adrso187.wav,adrso187,0.45373374694852064
adrso188.wav,adrso188,0.3211633592634327
adrso189.wav,adrso189,0.3779959345275488
adrso190.wav,adrso190,0.3349616063364498
adrso192.wav,adrso192,0.531625993285737
adrso194.wav,adrso194,0.6658258453342069
adrso197.wav,adrso197,0.407740249732152
adrso198.wav,adrso198,0.5316836588703503
adrso199.wav,adrso199,0.43835629994990793
adrso200.wav,adrso200,0.4692756568059195
adrso202.wav,adrso202,0.40772605037511
adrso205.wav,adrso205,0.42300224709684237
adrso206.wav,adrso206,0.3927431342472267
adrso209.wav,adrso209,0.2340566887646926
adrso210.wav,adrso210,0.36336181476681817
adrso211.wav,adrso211,0.33490674412618615
adrso212.wav,adrso212,0.21246452745489672
adrso214.wav,adrso214,0.39274292166988467
adrso215.wav,adrso215,0.5932237338884045
adrso216.wav,adrso216,0.18257895549900588
adrso217.wav,adrso217,0.2340179546444109
adrso218.wav,adrso218,0.5473091683511678
adrso219.wav,adrso219,0.48483908256844144
adrso220.wav,adrso220,0.45363466731282753
adrso222.wav,adrso222,0.3778886415987397
adrso223.wav,adrso223,0.33497192743612175
adrso224.wav,adrso224,0.42300085455738823
adrso226.wav,adrso226,0.34901337070944327
adrso228.wav,adrso228,0.33496404265877616
adrso229.wav,adrso229,0.5471643708601445
adrso231.wav,adrso231,0.6080548587168308
adrso232.wav,adrso232,0.5780062911215387
adrso233.wav,adrso233,0.4691721431938488
adrso234.wav,adrso234,0.34911501468326267
adrso235.wav,adrso235,0.3779263260884694
adrso236.wav,adrso236,0.5316954163375217
adrso237.wav,adrso237,0.4536191225585975
adrso243.wav,adrso243,0.43833281203466934
adrso244.wav,adrso244,0.4382184855244111
adrso245.wav,adrso245,0.3633641734501431
adrso246.wav,adrso246,0.5006150299239922
adrso247.wav,adrso247,0.7435042606874013
adrso248.wav,adrso248,0.4229139933299424
adrso249.wav,adrso249,0.3779486343389294
adrso250.wav,adrso250,0.36344054306411894
adrso251.wav,adrso251,0.33499466410886675
adrso253.wav,adrso253,0.2691445647328947
adrso254.wav,adrso254,0.1920718719676428
adrso255.wav,adrso255,0.42291818462105646
adrso256.wav,adrso256,0.32108687762598764
adrso257.wav,adrso257,0.33499678512986464
adrso258.wav,adrso258,0.39274322281104934
adrso259.wav,adrso259,0.34896762835813877
adrso260.wav,adrso260,0.3633576766272768
adrso261.wav,adrso261,0.2946782122005762
adrso262.wav,adrso262,0.2453586800990716
adrso263.wav,adrso263,0.28177436232789943
adrso264.wav,adrso264,0.3927366618335654
adrso265.wav,adrso265,0.5315874344982122
adrso266.wav,adrso266,0.28171262985876394
adrso267.wav,adrso267,0.3491472907345928
adrso268.wav,adrso268,0.32127303220616066
adrso269.wav,adrso269,0.42282042910353734
adrso270.wav,adrso270,0.392711291608096
adrso272.wav,adrso272,0.34920479454265463
adrso273.wav,adrso273,0.2692128282704844
adrso274.wav,adrso274,0.30768185751548116
adrso275.wav,adrso275,0.48479995447712576
adrso276.wav,adrso276,0.21228267131406406
adrso277.wav,adrso277,0.3491056369440474
adrso278.wav,adrso278,0.34900982617447873
adrso279.wav,adrso279,0.4536612507330197
adrso280.wav,adrso280,0.3490888319890453
adrso281.wav,adrso281,0.42300017990838695
adrso283.wav,adrso283,0.29453122647426394
adrso284.wav,adrso284,0.3211981142176578
adrso285.wav,adrso285,0.48485605748383254
adrso286.wav,adrso286,0.4847344526460596
adrso287.wav,adrso287,0.6657734048143297
adrso288.wav,adrso288,0.2817790464814398
adrso289.wav,adrso289,0.34911512922665044
adrso290.wav,adrso290,0.30763763830969326
adrso291.wav,adrso291,0.40771173555687923
adrso292.wav,adrso292,0.484831398023474
adrso293.wav,adrso293,0.3349716175363818
adrso294.wav,adrso294,0.48473554796517787
adrso295.wav,adrso295,0.2455783088768347
adrso296.wav,adrso296,0.6797418860074409
adrso297.wav,adrso297,0.484791104026988
adrso298.wav,adrso298,0.26927181780379833
adrso299.wav,adrso299,0.294433407382882
adrso300.wav,adrso300,0.4691820874740467
adrso301.wav,adrso301,0.3349865627479129
adrso302.wav,adrso302,0.3211419804295201
adrso303.wav,adrso303,0.2340956308289945
adrso304.wav,adrso304,0.3926988873205503
adrso307.wav,adrso307,0.32122247306557744
adrso308.wav,adrso308,0.40771246327735927
adrso309.wav,adrso309,0.3633608739234024
adrso310.wav,adrso310,0.2571727675888732
adrso312.wav,adrso312,0.6229831568007541
adrso313.wav,adrso313,0.20206045171977624
adrso314.wav,adrso314,0.37797633433535255
adrso315.wav,adrso315,0.26931526694797525
adrso316.wav,adrso316,0.24529220239140445
adrso317.wav,adrso317,0.26919188657056453
